,rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.realm,user.userId,user.accountLink,displayImageUrl
31,5.0,Super great movie. Great compliment to the original.,Rand,True,False,False,False,5.0,2h ago,Rand,Fandango,3e9cc893-db8d-4e19-83d5-e0a07d8453e2,,
32,5.0,"Action, action, action",Joanne,True,False,False,False,5.0,2h ago,Joanne,Fandango,5b32a77d-d7fa-4211-a218-ba164c252da1,,
33,5.0,Everything just like the original.,Uvaldo,True,False,False,False,5.0,2h ago,Uvaldo,Fandango,47149b5c-730e-4699-b524-30152254972d,,
34,5.0,It was way above 5 stars!! Fantastic! Exhilarating! Kept me on the edge of my seat! Very well done in every way. Kudos!!!!,Jodie,True,False,False,False,5.0,2h ago,Jodie,Fandango,9d88cd62-a10d-4d18-a132-4fffe00d1bfe,,
35,5.0,Great action and I liked how storylines from the original were incorporated!,Tennis lover,True,False,False,False,5.0,2h ago,Tennis lover,Fandango,98cbfbf7-dfde-4e5f-834b-cd5055610e91,,
36,5.0,"Espectacular, película entretenida y entendible de principio a fin, te da lo que te ofrece y hasta un poco más, grande Tom Cruise 😍😍😍",Amrico O,False,False,False,False,5.0,2h ago,Amrico O,RT,Google_103042100056978782382,/user/id/Google_103042100056978782382,
37,5.0,"It got a tad predictable at times, but it's everything a good sequel should be. A good movie in it's own right, doesn't try to use nostalgia in place of quality",Calvin L,True,False,False,False,5.0,2h ago,Calvin L,Fandango,E36D6345-768B-4FE9-B469-2350E54B119C,,
38,5.0,Loved the witty comments made. I have seen this movie three times now!  Just love it.,Connie,True,False,False,False,5.0,2h ago,Connie,Fandango,c8217b51-6cdc-4163-bc9a-8142fa816f51,,
39,5.0,Built up from backstory just enough. It is action packed!   I felt like I was in the cockpit of the aircrafts! Loved it!,Janet,True,False,False,False,5.0,2h ago,Janet,Fandango,cc024413-c574-43b6-a27a-0742cf85b9f3,,
40,5.0,New plot and new planes. Some slow parts but overall excellent.,Bev S,True,False,False,False,5.0,2h ago,Bev S,Fandango,56488508-cc33-40b8-991d-0ef16a9c172a,,
41,5.0,Very well done. Kept the original movie and made It a fabulous sequel!,Shelainia,True,False,False,False,5.0,2h ago,Shelainia,Fandango,4ff2d2cf-0121-4e6c-9bc5-e9af748b4848,,
42,5.0,movie could stand on its own,Andrew,True,False,False,False,5.0,2h ago,Andrew,Fandango,1F17841A-0262-4C75-8E46-C2F96F831646,,
43,4.0,Didnt know who Penny was and didnt care for the couple cuss words. Other then that I LOVED IT!!!,Jodi,True,False,False,False,4.0,2h ago,Jodi,Fandango,14dd1db1-4b40-4c3e-927e-00f624694548,,
44,4.5,"A slam-dunk of nostalgia, with the greatest aerial footage in film history, a solid Cruise performance, and a touching Val Kilmer cameo.",Bradley B,True,False,False,False,4.5,2h ago,Bradley B,Fandango,ac22f335-b631-4809-afef-1acb2ca4a225,,
45,1.0,"I waited so many years for the sequel and this is what they put out!  I'm so disappointed, I can hardly believe it.  The dialogue is so basic and almost cringeworthy, the emotion is nonexistent because the movie never actually makes you feel anything, (mainly because it simply and cheaply keeps trying to tell you to feel how to feel). 
In 1986 we accepted a movie that didn't have a deep plot and was based on a fictional enemy but in this day and age we kinda expect a little more substance.  
They put so much effort into making the thing real but they didn't bother giving the movie any heart.  
Remake the damn thing again, scrap the whole script, just keep the flying scenes cause I'm sure they were expensive to do with real planes.",louis f,False,False,False,True,1.0,2h ago,louis f,RT,Google_106683637745233230171,/user/id/Google_106683637745233230171,
46,5.0,just as good as the first. Great Dialogue and Maverick is portrayed very well.,Holiday,True,False,False,False,5.0,2h ago,Holiday,Fandango,ECA6B951-1488-47EE-9F52-C155813DC6AF,,
47,5.0,"Great cast, story and action.",Spectator84,True,False,False,False,5.0,2h ago,Spectator84,Fandango,ba0bfc52-8c2a-4fee-9431-ffcb02a2b4b1,,
48,5.0,I loved it. I was a great tribute to the original and to the Navy.,Erin,True,False,False,False,5.0,2h ago,Erin,Fandango,fdaaa844-b61e-414e-97db-cb47c87e3c6c,,
49,5.0,Great entertainment that works on every level.,Scott T,True,False,False,False,5.0,2h ago,Scott T,Fandango,f5e2d725-2f60-4a4c-8f79-a27bd89df2ee,,
50,5.0,loved it. It did not disappoint.,Adrienne H,True,False,False,False,5.0,2h ago,Adrienne H,Fandango,C4E63561-AF97-409B-95BC-D6986041B31F,,
51,5.0,"Fun, fun, fun. On the big screen of course for this one. Well done for a sequel. Tom Cruise and group were smart to keep it in theatres... to get people back in them after covid. Worked for me. I have seen four movies since, and remember why I like going. Good job on film sequel and getting people back in theatre. Hats off!",Kymira,True,False,False,False,5.0,2h ago,Kymira,Fandango,61d0d946-b443-4f9d-b6f3-2e5063bb2c62,,
52,5.0,The Maverick movie was fantastic. Ive been in a Mig jet and watching this movie made me feel I was in the cockpit again.,Cathy P,True,False,False,False,5.0,3h ago,Cathy P,Fandango,78ebced3-38e9-48cc-8906-1d35467a0fc2,,
53,5.0,"How  a sequel to a modern classic , even 30 years later, should be.",Kimo,True,False,False,False,5.0,3h ago,Kimo,Fandango,37019923-9102-4e98-9f0f-ef46c46b23ae,,
54,4.5,"May be as good as the first Top Gun almost better. Need to see the first Top Gun to really enjoy this one.
Very Good",Royal,True,False,False,False,4.5,3h ago,Royal,Fandango,a3d4b4c7-1e4c-40b5-b86c-12bb16787530,,
55,5.0,"Action packed, lots of excitement!",Dennis M,True,False,False,False,5.0,3h ago,Dennis M,Fandango,ffd4c988-2a36-4604-b13b-e35d388c75d3,,
56,2.0,Ridiculously cheesy. Predictable. John Hamm is the soul redeeming factor.,Shannon Y,False,False,False,False,2.0,3h ago,Shannon Y,RT,Google_107136873306554601879,/user/id/Google_107136873306554601879,
57,5.0,"Loved the first Top Gun & felt they did a good job connecting  the movies. Action packed, decent plot, fresh new actors, & yes some old ones Tom/Val! Must see in theatre! Not at home",julee,True,False,False,False,5.0,3h ago,julee,Fandango,d22b89b6-d648-4e4c-a8e1-0416df97731f,,
58,5.0,Such an awesome movie!  Even better than the first one.,Cynthia Rodgers,True,False,False,False,5.0,3h ago,Cynthia Rodgers,Fandango,350a7239-28aa-4fa1-9f86-b495c0095c1a,,
59,5.0,"Tom Cruise é foda, Top Gun foi um filme que me fez ter vontade de ir novamente ao cinema.",thomas b,False,False,False,False,5.0,3h ago,thomas b,RT,Google_109913119556935485391,/user/id/Google_109913119556935485391,
60,5.0,The plot was excellent,Jeannie,True,False,False,False,5.0,3h ago,Jeannie,Fandango,44786c28-c85e-432a-b7d2-362026f50e84,,
61,5.0,Awesome all around! It was my second time seeing it.,Google,True,False,False,False,5.0,3h ago,Google,Fandango,5412a8d2-7dfd-4510-931f-dc80edf19755,,
62,5.0,"I was not expecting to love it like I did.  I was not a huge fan of the original. I especially liked that even the token mean/bad guy, came around.  You will laugh, cry, cheer & be afraid.  Best acting job TC has ever done & supporting cast was great too.  Go see it.",LauT,True,False,False,False,5.0,3h ago,LauT,Fandango,2e527b3e-37ec-4877-890d-f301c6f16c16,,
63,4.5,"Loved it, just enough nostalgia with references to the previous story to allow people who hadn’t seen the original to know the history.",Allison,True,False,False,False,4.5,3h ago,Allison,Fandango,3836AE57-3713-4C64-ACEB-F7D2CC2850A0,,
64,5.0,Great follow up to original.  Well played!!,Denise,True,False,False,False,5.0,3h ago,Denise,Fandango,5fb4582a-5237-4d85-8b58-4984cb4d83ab,,
65,5.0,"Just got of out the theater. Wow! That was an excellent movie. Inspirational, motivating and interesting. I'm from Ukraine and that military mission they went on, felt too real to me. I haven't watched old Top Gun, but this one is the best mover I've seen in awhile.",Amy G,False,False,False,False,5.0,3h ago,Amy G,RT,Facebook_5542961175785595,/user/id/Facebook_5542961175785595,
66,5.0,An excellent sequel to the original.,PK,True,False,False,False,5.0,3h ago,PK,Fandango,6cef30ba-01cf-4c5d-9768-c7cd1322f669,,
67,5.0,Great movie!!! One dang word that made me feel bad about kids watching.,Theresa,True,False,False,False,5.0,3h ago,Theresa,Fandango,a6332eb4-ca8f-45cd-9484-ef49a90fd6b8,,
68,5.0,"Great effects, Cruise was excellent. A must see for the big screen!",Mary,True,False,False,False,5.0,3h ago,Mary,Fandango,8605f443-0d58-4ad6-952a-99291d307b74,,
69,5.0,Loved the movie. So glad FINALLY a family friendly movie. Really enjoyed it.,Shelly,True,False,False,False,5.0,3h ago,Shelly,Fandango,95a7c261-7ebd-4d9c-b6e5-e82b73e89f49,,
70,5.0,"Last half, an hour of pure adrenaline rush!",Anne M,True,False,False,False,5.0,3h ago,Anne M,Fandango,2f4abc9f-346f-41b2-81ce-daa7ced8624f,,
71,5.0,Great action movie. The entire audience applauded at a certain scene near the end. Plan to watch the original the first chance I get.,James E,True,False,False,False,5.0,3h ago,James E,Fandango,4fafa668-a324-4461-ad9a-7d79087a31d7,,
72,5.0,Awesome sequel! Glad we finally saw this movie  this will definitely make it into our DVD selection!,DScott,True,False,False,False,5.0,3h ago,DScott,Fandango,35bcf594-c23a-428c-9ea1-313d69ff293e,,
73,3.0,"A bit hoodie, but if you are into Tom Cruise you will like it.
A guy flick with unrealistic flight scenes.
Acting is good, just not really my thing.
Sad to see Val Kilmers short scene knowing he really has cancer as he does in the movie.",Conni,True,False,False,False,3.0,3h ago,Conni,Fandango,c88910e8-a550-4dad-97af-b115547cd638,,
74,5.0,Liked everything about it.,Roxey,True,False,False,False,5.0,3h ago,Roxey,Fandango,12cf575b-e09e-41ea-88e8-558373f29a88,,
75,5.0,Really good! Miles Teller excellent,Hill L,True,False,False,False,5.0,3h ago,Hill L,Fandango,1e0fbdc5-10fc-4bb4-82ac-1e55cd1687a2,,
76,5.0,Best movie of the decade!,Liberty,True,False,False,False,5.0,3h ago,Liberty,Fandango,7c0f49d4-1a51-4f2d-b691-e3261ae68793,,
77,5.0,Not a lot of sexual content. The movie was very enjoyable!,MimiBakerGoogle,False,False,False,False,5.0,3h ago,MimiBakerGoogle,Fandango,1176ed4a-35d7-4c06-824c-df093816a9b1,,
78,5.0,So flippin good. Brings my Navy spirit soaring.,Rose R,True,False,False,False,5.0,3h ago,Rose R,Fandango,CC8D71D7-27E3-431F-BD4F-B45BE1D613BA,,
79,5.0,Best movie. Even better than the first one.,Isabel,True,False,False,False,5.0,3h ago,Isabel,Fandango,1CDE93D9-A003-4736-9109-1FC75768C94C,,
80,5.0,The actors were all great. It had a good plot and was nerve wracking yet very exciting. I am so happy that we saw this on the big screen.,Teresa Brown,True,False,False,False,5.0,3h ago,Teresa Brown,Fandango,99EA684F-7EDC-4166-85EC-FC28DC8849C8,,
81,3.5,"Let's be honest.  There is a lot of nostalgia keeping this movie afloat.  Was it good?  Well it wasn't bad.  Was it worth the cost of a set of $3 movie tickets & snacks for my family?  Sure.  But would I feel the same if I saw it at first release?  

But one minor critique.  They totally should have transitioned Danger Zone into Godsmack's Awake.  Goose's kid would have absolutely been rocking the late '90s-early 2000s soundtrack.",Robert A,False,False,False,False,3.5,3h ago,Robert A,RT,Google_110797004597463930566,/user/id/Google_110797004597463930566,
82,5.0,"Loved the action, plot and characters.",Mary G,True,False,False,False,5.0,3h ago,Mary G,Fandango,0a73a174-e168-4481-a67e-cd11a4fd52a4,,
83,4.5,I absolutely love the film. It was a different kind of love story packed with plenty of action. Just a tad bit disappointed that they did not bring back not mention Charlie.,Lorraine,True,False,False,False,4.5,3h ago,Lorraine,Fandango,c747c486-4c4d-4984-b504-bbde4155e152,,
84,5.0,Excellent story that pays omage to the original while bringing the viewer into a new storyline with fast action.  Even more importantly they bring an engaging plot. Truly enjoyed the movie one of the best sequels ever.,Dwayne P,False,False,False,False,5.0,3h ago,Dwayne P,RT,Google_116397469397760955640,/user/id/Google_116397469397760955640,
85,5.0,Its rare the sequel is as good as the original but this movie is!! Well maybe not the music but definitely the movie.,BeLinda,True,False,False,False,5.0,3h ago,BeLinda,Fandango,e7697583-1b7d-4e5a-985c-ef88783ad610,,
86,4.5,Entertaining maybe a little too sappy.,John,True,False,False,False,4.5,3h ago,John,Fandango,75b90cbd-017b-4cf7-b1fa-2be3b6e104cd,,
87,5.0,Great tie ins to the original movie  Great movie in every way!,Renee,True,False,False,False,5.0,3h ago,Renee,Fandango,fa50fd92-3d51-4c33-b6f0-a0573dcd3669,,
88,5.0,Very uplifting and positive movie. Fast passed.,Jane C,True,False,False,False,5.0,3h ago,Jane C,Fandango,d459767b-ff65-4945-b102-968260e7916a,,
89,5.0,I absolutely love this country,Nicholas,True,False,False,False,5.0,3h ago,Nicholas,Fandango,662C519B-9A81-4EDF-8247-9A0BC8B9AB42,,
90,4.0,"The movie was good, my husband loved it, but I have a hard time with Tom Cruise, other than him I enjoyed the show",Cak5chris,True,False,False,False,4.0,3h ago,Cak5chris,Fandango,0361e0af-3ff3-4dcd-8438-94deab0123ea,,
91,5.0,Top notch flick. All of the actors were fantastic! Nothing to dislike.,Adriane,True,False,False,False,5.0,3h ago,Adriane,Fandango,bbe10c83-a2ce-41f0-b6a5-0346f60fd59d,,
92,5.0,This movie was so good,Keith,True,False,False,False,5.0,4h ago,Keith,Fandango,ebb58e75-c5f7-4f72-8e8a-a7d34b989b6f,,
93,4.5,Great action.  Loved all the references to the original Top Gun.  Good and bad to see Val Kilmer.  Know hes very sick.,Dee,True,False,False,False,4.5,4h ago,Dee,Fandango,3eb3958a-9d46-4d81-97e8-44d9f7a13a9a,,
94,5.0,"Sometimes you go to a movie with fully fleshed out expectations, and you leave that movie fully satisfied those expectations have been met in every regard. That's what top Gun Maverick is. Too often today filmmakers think their job is to press their vision upon us, instead of create content we find enjoyable. To have a film made with our enjoyment in miner is utterly refreshing…also jets are cool.",Adam H,False,False,False,False,5.0,4h ago,Adam H,RT,Google_109257435591778529095,/user/id/Google_109257435591778529095,
95,5.0,I loved everything about the movie! The end of the movie was good. Thanks for no sex seen so the family can see the movie without awkward moment. Job well done Too Gun!,Mehee,True,False,False,True,5.0,4h ago,Mehee,Fandango,cdb24203-b5e4-4392-abc5-f3f9e2643a7d,,
96,3.5,"Well-told, well-produced.  The scenes with Val Kilmer were particularly heartrending (no spoilers).  All in all, a good day at the movies for me.",priruss,True,False,False,True,3.5,4h ago,priruss,Fandango,8aa15f83-a59c-4aab-a6ba-89b21e79578a,,
97,4.5,"Somewhat predictable but fast paced, very realistic action, and highly entertaining.   My wife and I both enjoyed it very much.",Ron,True,False,False,False,4.5,4h ago,Ron,Fandango,90af3fd2-10bd-4d43-a293-87f43fb621fe,,
98,5.0,"Nice plot, they kept the essence of the 1st one",Carmen,True,False,False,False,5.0,4h ago,Carmen,Fandango,6f16f95f-575b-476b-8dc0-7d68444cc7b5,,
99,4.5,"Phenomenal movie!! Emotional at times, and just really well done!",,False,False,False,False,4.5,4h ago,,Flixster,a85d3ba5-d514-4d6a-9a88-9a3e2f15d749,,
100,3.0,Was going great til big disturbance & we had to leave theater. Gave us two more tickets.,Deerslayer,True,False,False,False,3.0,4h ago,Deerslayer,Fandango,9cfb62ea-a67b-4ddb-b9ef-80d81ba97832,,
101,4.5,"One of the best Airforce movie I have ever seen.
It's just awesome. Acting no doubt very good. Rooster looks real, nice cast. I recommend everyone to watch this movie once in life.",Rayan R,False,False,False,False,4.5,4h ago,Rayan R,RT,Google_111465801864756913601,/user/id/Google_111465801864756913601,
102,5.0,Definitely needed to see it on a big screen. Enjoyed the slight movement of the chairs at Penn Cinema in response to what was happening in the movie.  Only complaint was that some of the dialogue between the main characters was a bit hard to hear. I am 68 years old however. My wife did not have that concern. Go see this movie in a theater.,Barry R,True,False,False,False,5.0,4h ago,Barry R,Fandango,7a948047-5ae2-4ab2-aa5b-c619fefc21e4,,
103,4.0,Good movie too short,Lori,True,False,False,False,4.0,4h ago,Lori,Fandango,72329e96-1ad6-475e-99d7-98451f70c57b,,
104,3.5,"Good action,nice to see the guys have actually aged",linda b,True,False,False,False,3.5,4h ago,linda b,Fandango,87e674d7-50e3-42f6-8d88-6b2d98a7bbd4,,
105,4.0,Top Gun for a new generation,Jeremiah O,True,False,False,False,4.0,4h ago,Jeremiah O,Fandango,970afa96-0f1c-45a4-ad87-24827dc97cbd,,
106,5.0,"Loved it, very entertaining and engaging!",Gopi,True,False,False,False,5.0,4h ago,Gopi,Fandango,ff2045a9-7124-4de4-b75e-ba1d073a1421,,
107,5.0,IT's criminal that I can only give this 5 stars. This movie is so good. This is what happens when you set out to tell a good story. While others are hell bent on imploding successful IP's I can't thank Tom Cruise enough for this movie.,Brad P,False,False,False,False,5.0,4h ago,Brad P,RT,Google_108761575391544733537,/user/id/Google_108761575391544733537,
108,0.5,Overhyped and cheesy. ,,False,False,False,False,0.5,4h ago,,Flixster,0dbfd72e-b929-44aa-96b0-0883e2f41046,,
109,5.0,"It was great, full of action and the casting was good as well. Loved Rooster!",Maria C,True,False,False,False,5.0,4h ago,Maria C,Fandango,00c25791-2dcc-4441-b77d-80fbf8035b32,,
110,5.0,My third time watching it. And it was fantastic and the best movie ever each time I watched it.,marianne f,True,False,False,False,5.0,4h ago,marianne f,Fandango,89d2ce27-2465-4194-a183-4f1ca4b4bd8c,,
111,5.0,it was exhilarating. So immersive with incredible action.,Alex,True,False,False,False,5.0,4h ago,Alex,Fandango,305D5765-A46F-4113-B0F4-B808719681C1,,
112,5.0,Excellent movie!! Tom Cruise at his finest. All the characters were fantastic!,Sharon B,True,False,False,False,5.0,4h ago,Sharon B,Fandango,36d4215a-06e9-4186-b115-66c003c0226f,,
113,5.0,loved the way they commemorated the old movie it brought back some great memories I was in tears half the time lol,LoRiff22,True,False,False,False,5.0,4h ago,LoRiff22,Fandango,0CCD65C0-5588-4A75-ACCD-C187BC4E4569,,
114,5.0,"In a season a mediocre legacy sequels, Top Gun Maverick is absolutely worth seeing.",Maria I.,True,False,False,False,5.0,4h ago,Maria I.,Fandango,3AD5B70A-AA8D-4031-8634-FAEA355E35E6,,
115,5.0,"Great action movie.  Somewhat predictable action sequences but overall, totally entertaining.  Tom Cruise was born for this role.",Lauren,True,False,False,False,5.0,4h ago,Lauren,Fandango,0919d9e5-7b49-4b65-9beb-a4c6953684c0,,
116,5.0,"Amazing second movie, had me on the edge of my seat",Craig W,True,False,False,False,5.0,4h ago,Craig W,Fandango,DAE21976-DEEE-4CCA-94B1-D44436C02D41,,
117,5.0,Instant classic!  Worth the wait and touched all the right chords.,Carlos76,True,False,False,False,5.0,4h ago,Carlos76,Fandango,ecf20b8d-85a4-4e92-8c8d-5dd2c6a73f08,,
118,5.0,I liked the action and the outcome!,Burdell,True,False,False,False,5.0,4h ago,Burdell,Fandango,c908eefb-6272-451f-8875-bac24b80a5af,,
119,0.5,Slow.  Walked out and waiting in my car for others,J9,True,False,False,False,0.5,4h ago,J9,Fandango,4a47477e-024d-4629-95b7-ffaad145993f,,
120,5.0,Great plot! Amazing action! Loved it!!,Tammy R.,True,False,False,False,5.0,4h ago,Tammy R.,Fandango,dee4c2a2-5e04-42cf-8e3e-27ede6901a2d,,
121,2.5,The fluff you would expect from Tom Cruise. The flying and the score were highlights for me. Don’t count on a lot of acting.,Roadcar,True,False,False,False,2.5,4h ago,Roadcar,Fandango,2356B81C-962D-483E-8820-BAA3B2B394E0,,
122,5.0,This movie was as good this time as it was the first time I saw it,Larry ollson,True,False,False,False,5.0,4h ago,Larry ollson,Fandango,7aa7d78e-da6b-4290-80fe-3e04bf51b890,,
123,5.0,"Great movie !! Great plot, story",leng,True,False,False,False,5.0,4h ago,leng,Fandango,53D52D8B-373E-46FE-90DC-83F5AD327946,,
124,5.0,"Amazing! what an incredible thrill ride! from Start to finish, to bringing the enjoyment for the audience and wonder appearance, the sound effects unbelievable outstanding, the story is very well done and I felt that need for speed",James,True,False,False,False,5.0,4h ago,James,Fandango,6D4413F9-81C7-4DE0-8E0C-765BF83F360A,,
125,4.0,Overall unwoke approach.,Robert E,True,False,False,False,4.0,4h ago,Robert E,Fandango,797127c4-502a-45da-a25e-abded6a3a21c,,
126,4.5,Loved the character relations between old and new generation!,Jenifer b,True,False,False,False,4.5,4h ago,Jenifer b,Fandango,5cd92d12-d96f-4b9e-bd81-e24646687fde,,
127,4.0,The flights are breathtaking.,Michael,True,False,False,False,4.0,4h ago,Michael,Fandango,69186e4b-1039-472a-af6d-11f2995eb932,,
128,5.0,A worth successor to the original. Fantastic practical effects and a solid story and performance by all involved. Hollywood needs to wake up and smell the roses. Focus on entertaining us and we will reward you! We do not want you to educate us or teach us how we should think...,Lawrence A,False,False,False,False,5.0,4h ago,Lawrence A,RT,Facebook_1307435450,/user/id/Facebook_1307435450,
